,index,clean,topic_number,lda_score,topic_top_words
883,883,veterans are waiting for the house to renewui they along w numbermil americans deserve for this to be brought up in the house,4,0.43814945220947266,work today they that number great would congress back must
884,884,rt mlivedetroit gm design team auto show delivers a mix of modern classic beauties httptcogbrcrqavzj dreamcruise,4,0.8499934673309326,work today they that number great would congress back must
885,885,check out my oped in the burlcotimes that addresses the huge challenges facing the deptvetaffairs httptcomucbfnumberoicb,9,0.4924122989177704,great forward number make today read your state take that
886,886,with alex greenwood from the city of brentwood at an international trade event this afternoon httpt,0,0.4310109317302704,watch support your number town talk thank check that protect
887,887,wrong didnt say this seungminkim mt andiezd roslehtinen cantor has lostit pains me numbersay this but immigration is officially dead,0,0.6999977231025696,watch support your number town talk thank check that protect
888,888,new therapy slashes breast cancer rates results unveiled in san antonio symposium httptconumberxqnumberyjryw via houstonchron,8,0.6999781131744385,today help president great good obama live health work research
889,889,appreciate those who joined me for the town hall at rocky and carlos this morning httptcoqnumberpdqhrpmk,0,0.5499882698059082,watch support your number town talk thank check that protect
890,890,arnumber mt speakerboehner there are important questions pres obama must answer if considering intervention in syria httptconumberpsynumberilycx,3,0.5081422328948975,number that today obamacare obama join right school president your
891,891,it canûªt happen soon enough theellenshow bringbackourgirls joinrepwilson,3,0.6999586224555969,number that today obamacare obama join right school president your
892,892,congrats to montgomery academy on winning the numbera state volleyball championship providence put up a great fight,9,0.7749552130699158,great forward number make today read your state take that
893,893,obamaûªs extreme use of executive discretion georgefwill in washingtonpost httptcolbnnumberborrxp,3,0.5499294400215149,number that today obamacare obama join right school president your
894,894,interested in having a flag flown over the us capitol one can be purchased through our office learn more here httptcofxknumbertnwuec,5,0.6999926567077637,time week today that staff state meet community visit year
895,895,thx number your s federalreserve chair yellens inaugural financialcmte appearance myview dayinthelife httptcomnumberyodjnumberqvx,7,0.6999251842498779,number that last health help your america today first would
896,896,yes the system is rigged httptcoexglznumberidp,6,0.5499560236930847,your care american today access best read health that give
897,897,honored to receive world boxing council green belt amp join these mental health champions in the fight against stigma httpt,6,0.4596729576587677,your care american today access best read health that give
898,898,obamas bestever jobs report below averageobama is putting the o in mediocre httptcoxvnumberhdmnumberr,4,0.5499621033668518,work today they that number great would congress back must
899,899,icymi earlier today i spoke on the senate floor about remediating the effects of our recent cowildfires video httptcorjdlnumberehm,4,0.6999542117118835,work today they that number great would congress back must
900,900,meridianstar httptgreggharper discusses kidsfirst act to boost funding for pediatric medical research cc gopleader,8,0.6999773979187012,today help president great good obama live health work research
901,901,he has refused to pass other laws for the accommodation of large districts of people unless those people would,4,0.6999518275260925,work today they that number great would congress back must
902,902,chrisbob performs financial assmt of borrowers for loan approval and suitability to protect seniors from loans not fit for them number,7,0.7749354839324951,number that last health help your america today first would
903,903,check out our photos from this weeks congress in your community town hall series httptcohnumbervdevmshx,0,0.8499602675437927,watch support your number town talk thank check that protect
904,904,great to have juddpdeere kyra kellie madeline and taylor as part of my staff idpol httptcousrhvohaeu,5,0.7749619483947754,time week today that staff state meet community visit year
905,905,spoonboynumber not closing door on foreigners i support robust skill based immigration let them become part of am family before providing aid,0,0.370486855506897,watch support your number town talk thank check that protect
906,906,billhemmer leesaywhat thanks for having me on bill talk soon,2,0.38681066036224365,bill today week congress number country plan that news border
907,907,getting ready to speak on the edshow about obamacare tonight tune in to msnbc around numberet,1,0.6999414563179016,great that time obamacare number today health student american find
908,908,read my latest oped on efforts to halt the irsûªs efforts to stifle free speech here httptcomnumberdgwhrcnumbern idpol,6,0.7749801278114319,your care american today access best read health that give
909,909,proud of the southvalley and valledeoro thanks to secretaryjewell martinheinrich senatortomudall httptcolbinumberaqkmge,0,0.10000000149011612,watch support your number town talk thank check that protect
910,910,on the way to ramallah west bank httptcoasawjnumbergynx,8,0.3733079731464386,today help president great good obama live health work research
911,911,i was honored to be sworn in to the numberth congress yesterday im looking forward to serving the people of oknumber httptcohghlwvnumbert,9,0.6999285817146301,great forward number make today read your state take that
912,912,this is what a really shameful earmark looks like httptconumberykxhsacnumber,9,0.42946696281433105,great forward number make today read your state take that
913,913,essay competition for arnumber high school students number winner will attend presidents state of the union address jan number httptcowkbinumbergrqcb,9,0.5845760703086853,great forward number make today read your state take that
914,914,chuckgrassley amp i introed bill number stop payfordelay deals betwn drug companies it will get lifesaving drugs to people quicker and save,2,0.8499698638916016,bill today week congress number country plan that news border
915,915,lots of mail and flags going out to constituents today want a flag flown over the uscapitol forû httptcohqsnumberxcnumberts,5,0.7749515175819397,time week today that staff state meet community visit year
916,916,small nonfarm businesses in number colorado counties are eligible to apply for lowinterest federal disaster loans httptconumberwwjpjenumber,3,0.774978518486023,number that today obamacare obama join right school president your
917,917,noprisonersnumber funding in a clean cr thanks for reaching out,7,0.5499570965766907,number that last health help your america today first would
918,918,reminder that all congressional art competition submissions are due april numberth visit our website for more info httptconumbervrguzduvnumber,5,0.7749048471450806,time week today that staff state meet community visit year
919,919,in ct women earn number cents for every dollar paid to men thatûªs not fair rt if you support equalpay for equal work,1,0.918161928653717,great that time obamacare number today health student american find
920,920,ill be on supertalknumber in number minutes to discuss obamacare tune in,3,0.6999611258506775,number that today obamacare obama join right school president your
921,921,proud to support nohnumbercampaign nohnumberonthehill hope we hear good news from the supreme court for equality this week httptcomvjmnumberpxbd,7,0.61758953332901,number that last health help your america today first would
922,922,yesterday i asked new jerseyans to tell me their stories about the urgent need to restore unemployment insurance benefits renewui,8,0.6999201774597168,today help president great good obama live health work research
923,923,one billion reasons to invest in brain research cf httpt,9,0.7749746441841125,great forward number make today read your state take that
924,924,boehner issa was within his rights to cut off democrats mic httptcownumberizgpnumberpxy,4,0.5499646067619324,work today they that number great would congress back must
925,925,do you have satellite radio ill be on potus xms morningbriefing with tim farley talking yourtime this am at numbereastern channel number,9,0.6999327540397644,great forward number make today read your state take that
926,926,that was a pressure int notice how forced manning to throw off back foot not set and ball sailed guy was open,5,0.40848469734191895,time week today that staff state meet community visit year
927,927,as our weak economy continues to struggle more energy jobs and tax revenue is good for the economy httptcoynumberbakuiqwr,8,0.4183840751647949,today help president great good obama live health work research
928,928,secretary shinseki should resign numberaz vets are stuck on secret lists waiting for care unconscionable listen httpst,1,0.4765351116657257,great that time obamacare number today health student american find
929,929,my response to the presidents fynumber budget request which was submitted to congress today httptcoyeenumberwezbaf,9,0.8199559450149536,great forward number make today read your state take that
930,930,irs taxing of tanning beds and other obamacare absurdities washingtonpost column httpttrainwreck,1,0.5499559044837952,great that time obamacare number today health student american find
931,931,rt nygovcuomo during november we honor nyûªs military families who have made their own sacrifices in the service of our country httptcû,8,0.5439132452011108,today help president great good obama live health work research
932,932,taking photos of billclinton amp his fans at stomping grounds cafe in ames teambraley iowademocrats iagotv numberdays httptcoplnumberqffkesnumber,2,0.5499989986419678,bill today week congress number country plan that news border
933,933,a followfriday for new commandant uscoastguard wedding dress riovideo and conservation opportunities usdanrcs ff,0,0.10000000149011612,watch support your number town talk thank check that protect
934,934,looking forward to visiting bwdistilling to announce my bill to help craft distilleries in washington state tomorrow businessherald,9,0.5181374549865723,great forward number make today read your state take that
935,935,introduced bipartisan bill to help bring meriam ibrahim and her children to the united states read more here httptcomzkdlsmnumberlu,8,0.44208869338035583,today help president great good obama live health work research
936,936,rt this to show your support for keeping children in families first amp ask others to supportchiff httptcontbfwiybkn,0,0.8199685215950012,watch support your number town talk thank check that protect
937,937,number was saddened to learn of the recent passing of ronald danner a longtime constituent amp decorated wwii veteran httptcoinumberpcsstpanumber,7,0.8199810981750488,number that last health help your america today first would
938,938,at ummc number announce program for patients who are domesticviolence victims w ltgovbrown senatorbarb senatorcardin httpt,2,0.699892520904541,bill today week congress number country plan that news border
939,939,was a pleasure to work with fellow rpcvs repmikehonda repgaramendi repsamfarr and rep petri on this bill peacecorps pcorpsconnect,2,0.6999488472938538,bill today week congress number country plan that news border
940,940,broken promises red tape excuses yup those are exactly what the federal govt is giving us vets httptcocyfozsraxw,0,0.10000000149011612,watch support your number town talk thank check that protect
941,941,wnyt the american on dream on hold for some during shutdown httptcovqtkrljmdw,6,0.774958074092865,your care american today access best read health that give
942,942,glad dec addressing particulate matter for interior air qualityopen houses set for fbx n pole in oct amp nov go to httptcopqwzostkbh,6,0.5499714612960815,your care american today access best read health that give
943,943,as older americans month comes to a close learn more about senior scams fraud and abuse httptcomucdirwnxn,2,0.819985032081604,bill today week congress number country plan that news border
944,944,speaking on the senate floor on my amendment w my colleagues to strengthen genderbased pay antidiscrimination laws httptcovdzeqwhznumberl,0,0.10000000149011612,watch support your number town talk thank check that protect
945,945,if congress doesnt act by july number student loan interest rates will double i want to hear your thoughts on the issue httptcomjcqenumberenumberdx,7,0.48061731457710266,number that last health help your america today first would
946,946,national drug facts week is just around the cornersee what you can do to help our youth get the facts about drug abuse httptcoflijnumberpke,4,0.8499701619148254,work today they that number great would congress back must
947,947,proud that potus amp house dems are addressing the numberyearly gap bw fulltime working men amp women nomadmenpay httpt,3,0.5499153733253479,number that today obamacare obama join right school president your
948,948,numberyrs of aca numberm young adults covered wout lifetime limits numberm w preexisting conditions can getcovered amp numberm covered thru market,8,0.6999723315238953,today help president great good obama live health work research
949,949,live w mariodb yolycuello number address impt sofl issues economy and jobs,7,0.43293318152427673,number that last health help your america today first would
950,950,chris foley of houstonbased abbot benefits expects numberth of his clients to see ûïa noticeable increaseû in premiums httptcoslhnfxifok,1,0.5499977469444275,great that time obamacare number today health student american find
951,951,icareeguns a lot of my constituents are having trouble finding ammo too looking into it cattypatriot thanks for being protective,0,0.10000000149011612,watch support your number town talk thank check that protect
952,952,because of obamacare small businesses in tx have experienced a numbernumber premium increase resulting in numbernumber lost jobshttpt,3,0.8199872970581055,number that today obamacare obama join right school president your
953,953,another side effect of obamacare httptcojfkaidnumberbsp,1,0.4791211187839508,great that time obamacare number today health student american find
954,954,wdharrisjr lol im happy to hear that your career is worthy of much more than charters,7,0.8499698042869568,number that last health help your america today first would
955,955,meeting wlocal braceros amp staff amp students from university of the pacific at the smithsonian braceros exhibit httpt,5,0.5499831438064575,time week today that staff state meet community visit year
956,956,help raise awareness that heart disease is the no number killer of women but it doesnûªt have to be gored today httptcobmjhanumbervwqnumber,8,0.5166019797325134,today help president great good obama live health work research
957,957,thinking about those in oklahoma this morning,0,0.10000000149011612,watch support your number town talk thank check that protect
958,958,just at socialsecurity press conf to intro bill to expand benefits lift cap time to strengthen program is now httpt,2,0.849980354309082,bill today week congress number country plan that news border
959,959,why does keeping troops out of syria matter if u thought iraq was complicated this is worse,6,0.7749836444854736,your care american today access best read health that give
960,960,check out the rebuildact mt wbkotv congressman guthrie shares his new bill with manufacturers httptcokivinumberowjrk,2,0.5605540871620178,bill today week congress number country plan that news border
961,961,rt repkevinbrady what kind of govt swoops in upon your death amp takes nearly half of the nest egg you spent your entire life building httû,9,0.8999753594398499,great forward number make today read your state take that
962,962,americanlegion iava amvetsnational and concernedvets release letters of support for veteranschoiceact httptcosuriimsonumbers,0,0.5499699711799622,watch support your number town talk thank check that protect
963,963,statement on syria httptcoowntnumberylnumberbi,7,0.5499753952026367,number that last health help your america today first would
964,964,check out the new voicesnumberservice report celebrating years of gettingthingsdone with americorps httptcojnjnumberjznumberzbe,0,0.6999695897102356,watch support your number town talk thank check that protect
965,965,just finished my first telephone town hall meeting one day after confronting the ryan budget httptcobhlircrnumberck,0,0.8199670910835266,watch support your number town talk thank check that protect
966,966,on national love your pet day tbt to me amp the love of my life jj in holton ks and no we didnt eat him jjthelamb httptcomliycsqpip,0,0.6999651789665222,watch support your number town talk thank check that protect
967,967,on obamacare we win they lose if enough americans rise up we will defundobamacare httpstare you with us,3,0.8499774932861328,number that today obamacare obama join right school president your
968,968,breaking deptvetaffairs whistleblowers told not to speak to members of congressûûimproper avenue of redressû,2,0.6999785900115967,bill today week congress number country plan that news border
969,969,this election day we are reminded our democracy is strongest when every citizen participates please exercise your civic duty amp go vote,6,0.8199599981307983,your care american today access best read health that give
970,970,rt cirelafaro about to meet with congressman john garamendi to advocate for clean air earthjustice lclaa lclaasacramento cflclaa rigû,5,0.4436579644680023,time week today that staff state meet community visit year
971,971,crucial senate voted scheduled for numberto advance the safe communities safe schools act of gunsense,2,0.4117717146873474,bill today week congress number country plan that news border
972,972,i spent mothers day in afghanistan visiting with our troops here are some photos from the trip httptcoodppvnumberdgnl,0,0.36665642261505127,watch support your number town talk thank check that protect
973,973,delaney calls upon federal trade commission to protect affordable jewish funerals httptconumberahsgoaww,1,0.7749512791633606,great that time obamacare number today health student american find
974,974,kudos to panerabread ceo ron shaich for taking the snapchallenge cutting will make more people hungry httptcodnumberznumbergzplgw,9,0.5499662160873413,great forward number make today read your state take that
975,975,ûïobamacare wasnt competently runû via theatlantic in housecommerce hearings we will look for obamcareanswers httptcoicfqsryezb,9,0.549973726272583,great forward number make today read your state take that
976,976,thank you eddavisnumber for a riveting amp informative discussion about public safety and what it means to be bostonstrong httptcovnumberonumberbcifp,7,0.4437915086746216,number that last health help your america today first would
977,977,thanks to undeerc for the tour last week httptcofvuhhpcfml,5,0.6999636292457581,time week today that staff state meet community visit year
978,978,july number but one thing is needful and mary hath chosen that good part which shall not be taken away from her,3,0.8874788880348206,number that today obamacare obama join right school president your
979,979,house dems have a day action plan to put the middleclassfirst,9,0.3750295341014862,great forward number make today read your state take that
980,980,first public benghazi select committee hearing scheduled for sept number at witness list httpttcot,7,0.8199602961540222,number that last health help your america today first would
981,981,banksisme irishdavee that bill introduced by eleanornorton i signed on last july im a big skins fan but ds needs to rethink this,2,0.7749401330947876,bill today week congress number country plan that news border
982,982,stopped by the willow grove fire company to support their annual pork bbq plenty left come on down southjersey httptcoinumberycwmjnumberf,9,0.8713887333869934,great forward number make today read your state take that
983,983,stop the feds from locking away our north carolina beaches our obx beaches belong to you httptcoasqzuomykh,9,0.8199885487556458,great forward number make today read your state take that
984,984,that last retweet demonstrates my point,7,0.7749634385108948,number that last health help your america today first would
985,985,for many few healthplan choices high premiums on online exchanges wsj httpt,3,0.5499370694160461,number that today obamacare obama join right school president your
986,986,ocares medical device tax will cost our nation numberjobs unacceptable httptlasen,8,0.774945080280304,today help president great good obama live health work research
987,987,join deborah and me at comerica park on may number as we work to help end breastcancer follow komendetroit amp register to run or walk,7,0.7513058185577393,number that last health help your america today first would
988,988,we cannot balance the budget on the backs of our seniors rep garcia httptcoeumjixraua httptcoslgobmnumberhck,1,0.6999601125717163,great that time obamacare number today health student american find
989,989,photo my edenprairie office delivered local student valentines to veterans at vaminneapolis happyvday httptcoyywcqfhr,1,0.5126977562904358,great that time obamacare number today health student american find
990,990,michaellambe whats the concern i am waiting for details but want to see secure border amp worker program wout citizenship,2,0.84998619556427,bill today week congress number country plan that news border
991,991,munhall rally shows united front against foreign dumping httptcorwdnumberthpdeb via triblive,5,0.5499743819236755,time week today that staff state meet community visit year
992,992,it was great visiting with members of the petroleum marketers association of america pmaa today in washington httpt,1,0.8199573755264282,great that time obamacare number today health student american find
993,993,when democrats dont vote republicans win httptcoxnufipnumberhnumbere,8,0.699951708316803,today help president great good obama live health work research
994,994,it was a privilege to meet with the kern county honor flight these men and women are a true embodiment of service httpst,5,0.7749825119972229,time week today that staff state meet community visit year
995,995,students are telling congress dontdoublemyrate ive answered the call only number members needed to force a vote httptcofknumberjgcrbh,7,0.8199704885482788,number that last health help your america today first would
996,996,joining garrisonradio on numberwibc at numberam tune in httptcogklgwdikdp,0,0.10000000149011612,watch support your number town talk thank check that protect
997,997,please direct message me your number now rt itds desperately need ur help my mom is in intensive care in newton amp needs number be transported,7,0.8874804973602295,number that last health help your america today first would
998,998,remember to follow me on facebook and continue to conversation with more than characters httpst,1,0.5499734878540039,great that time obamacare number today health student american find
999,999,sen sessions on bill bennett show this am guest host peter kirsanow to talk immigration listen live at number httptcooggacrnumberlao,2,0.4893887937068939,bill today week congress number country plan that news border
1000,1000,rt sharonday happy womenûªs equality day httptcobaenumberispbbsmy honor to post this,1,0.5499828457832336,great that time obamacare number today health student american find
1001,1001,via courierjournals jrcarrollcj senator mitch mcconnell meeting with president obama now on isil threat httptcolgnumbernjrrjbp,3,0.8199715614318848,number that today obamacare obama join right school president your
1002,1002,this is why i dont have confidence weve learned the lessons from the tragic attacks on our consulate in benghazi httptcoqnumberloruwnumberkb,4,0.43065696954727173,work today they that number great would congress back must
1003,1003,proud to be in niagara falls for the standagainstracism ywcausa httpstcodgxnumberymnumberzho,0,0.10000000149011612,watch support your number town talk thank check that protect
1004,1004,my interview w niawapo on posttv discussing number marchonwashington and its legacy httptconumberlbibnpzanumber,7,0.5499516129493713,number that last health help your america today first would
1005,1005,i am so proud of my wonderful children aliciamenendez amp rob jr fathersday httptconwxsodhbqz,0,0.10000000149011612,watch support your number town talk thank check that protect
1006,1006,check out my piece in usatoday say no to detroit bailouts httptcocudvkmcxqnumber,0,0.5499891638755798,watch support your number town talk thank check that protect
1007,1007,in just a couple mins im going to give my reaction to obamas statement on iraq on huffpostlive watch here httptconumberbrinnoamf,6,0.7749672532081604,your care american today access best read health that give
1008,1008,here we go huskies its the homestretch now bleedblue canines uconnwbb,0,0.10000000149011612,watch support your number town talk thank check that protect
1009,1009,icymi minnpost article about my and amyklobuchars bipartisan bicameral work to combat sex trafficking notforsale httptcoaoexnumbervvge,4,0.37362536787986755,work today they that number great would congress back must
1010,1010,today the house is voting on creating jobs by building the keystonepipeline rt if you think its timetobuild httptcoxxfcnumberzsynx,4,0.6999492049217224,work today they that number great would congress back must
1011,1011,relieved to hear that gsfoundation team is safe and accounted for at bostonmarathon santabarbara,7,0.8199693560600281,number that last health help your america today first would
1012,1012,congrats on the nahro award toniatkins well deserved for a long time advocate for affordable housing,1,0.7749131917953491,great that time obamacare number today health student american find
1013,1013,posigen solar company looking to expand across new york state httptcoyqntaenumberhok via albanybizreview,9,0.8714050650596619,great forward number make today read your state take that
1014,1014,now wearing the ups browns and ready to handdeliver packages to the good people of httptcogiznumberaredth,8,0.5499448776245117,today help president great good obama live health work research
1015,1015,ready for sbnumber go broncos unitedinorange httpt,0,0.10000000149011612,watch support your number town talk thank check that protect
1016,1016,mt goulaglenn looking forward to hearing congpalazzo speak at the ingalls shipbuilding supplier conference hiindustries,9,0.549988329410553,great forward number make today read your state take that
1017,1017,senangusking and i penned an oped together explaining our student loan repayment proposal httptcoseamjntnumberzu fixthemaze,9,0.6999806761741638,great forward number make today read your state take that
1018,1018,enjoy espns not top wastebook exposes a top ten list your favorite sports teams dont want you to see httptcowsnumbermpahscf,6,0.5952137112617493,your care american today access best read health that give
1019,1019,nearly numberillinoisans will no longer need snap if we raisethewage to httptcognumberpwqwydgg talkpoverty,2,0.6401223540306091,bill today week congress number country plan that news border
1020,1020,chrislhayes this am highlighted special interest tax giveaways in fiscalcliff deal worth sharing httpt,1,0.8199817538261414,great that time obamacare number today health student american find
1021,1021,thehill new regs on power plants could cost thousands of jobs amp billion annually per uschamber httptcoyqcnejbbhf tcot,9,0.8199859857559204,great forward number make today read your state take that
1022,1022,the unfunded liability in medicare the trustees tell us is number trillion over the next number years httptcowfgnuopbho,3,0.5857417583465576,number that today obamacare obama join right school president your
1023,1023,my pleasure deciminyan,0,0.10000000149011612,watch support your number town talk thank check that protect
1024,1024,thanks to everyone who attended the ag briefing at nwtc today httptcovoaiigujka,8,0.5498892664909363,today help president great good obama live health work research
1025,1025,we vote on amashconyersmassiemulvaneypolis amdt today to rein in domest surveillance of innocent americans how will your rep vote nsa,8,0.6480128169059753,today help president great good obama live health work research
1026,1026,rt jaylow fridaykitty gtgt you putin me on russian into war syriaously httpt,0,0.10000000149011612,watch support your number town talk thank check that protect
1027,1027,i wonder how often the pentagon misplaces a marine col on active duty benghazi httptcobztgmtfenumberk,0,0.10000000149011612,watch support your number town talk thank check that protect
1028,1028,revelations confirmed complaints cornyn had received in and fromthe king street patriots san httptcofoveanumbergoxz,3,0.37533947825431824,number that today obamacare obama join right school president your
1029,1029,going to vote on keystonexl approval right now,7,0.6999468803405762,number that last health help your america today first would
1030,1030,introducing the path to prosperity board game under the gopbudget its hard to get ahead pnumber httpt,3,0.7749881148338318,number that today obamacare obama join right school president your
1031,1031,mustikhan if kashmiri independence movement dominated by islam radicals rather than freedomamp democracy advocates they still deserve a vote,4,0.5254766941070557,work today they that number great would congress back must
1032,1032,look forward to being at nasastennis today via sunherald stennis will celebrate beginning of new rockettest era httpt,9,0.7749662399291992,great forward number make today read your state take that
1033,1033,nofilter today senator baldwin introduced her first piece of legislation to the us senate û httptcotuqbpwkmck,1,0.7749543786048889,great that time obamacare number today health student american find
1034,1034,congratulations paul ferreira a newlyminted eagle scout from sanramon canumber httptcoldxnumberhcnumbertgj,8,0.30430516600608826,today help president great good obama live health work research
1035,1035,al is pleased to announce minnesotausda partnership to give farmers certainty and improve water quality httptconumberivouaqtmnumber,6,0.6999711990356445,your care american today access best read health that give
1036,1036,about to go on thishour on cnn tune in now,0,0.10000000149011612,watch support your number town talk thank check that protect
1037,1037,discussing latest on ukraine with wolfblitzer cnn in a few minutes,0,0.10000000149011612,watch support your number town talk thank check that protect
1038,1038,ericnakagawa changetip thank you sadly i have to turn down your cup of coffee i cant accept gifts but i appreciate the gesture,2,0.46699821949005127,bill today week congress number country plan that news border
1039,1039,proud to have joined repwalorski and pass a bill expanding military whistleblower protections httptcoynumbernwkdfpdu,9,0.29352810978889465,great forward number make today read your state take that
1040,1040,video calls army corps plan to restrict fishing below dams unreasonable watch full press conference httptcoykzhfnumbervcnh tailwaters,7,0.8714011907577515,number that last health help your america today first would
1041,1041,mecopower feel the same way it was our pleasure to do it amp an honor to be in a position to help,8,0.5499571561813354,today help president great good obama live health work research
1042,1042,video from vettes for vets cruise on sat great day for a great cause httptcoqnumberbzvmefni,1,0.6999640464782715,great that time obamacare number today health student american find
1043,1043,on floor to note youth traffic safety month motor vehicle accidents continue to be leading cause of death for teens,7,0.8199732899665833,number that last health help your america today first would
1044,1044,photo proud to sign repjoeheckûªs three kids mine bill to help create jobs in nv httpstcohuappsfkhi,8,0.6755875945091248,today help president great good obama live health work research
1045,1045,powerhrg plans to create jobs this year thanks for making families so much happier httptcovzekxyfksy,7,0.699931263923645,number that last health help your america today first would
1046,1046,if you missed it my opening statement from todays fisa hearing is up on my youtube page httptcoueqwnumberuqsfq hjcnumber,5,0.5499653220176697,time week today that staff state meet community visit year
1047,1047,new aecfkidscount report finds number of us children live in poverty httptcoflnumberqxnumbergmqy we can do better we must do better kidscount,4,0.8874770998954773,work today they that number great would congress back must
1048,1048,rt recoveringpol we have number nolabelsorg problemsolvers amazing how many congressmen do we need for critical mass and how do we getû,2,0.7749454379081726,bill today week congress number country plan that news border
1049,1049,proud to standwithpeggy pregnant workers shouldnt have to choose between a healthy pregnancy and a paycheck httptcoqturgqrrnumberz,5,0.550000011920929,time week today that staff state meet community visit year
1050,1050,spendingistheproblem what could you do with your numberk share of the national debt httptcorjnumbernpkcnumberds,3,0.8199663162231445,number that today obamacare obama join right school president your
1051,1051,glad to meet with the olson family of bismarck to talk about their efforts to raise awareness about juvenile diabetes httptcotnumberaknumberpraed,5,0.6999685168266296,time week today that staff state meet community visit year
1052,1052,icymi heres a replay of me on the brianthomasnumber show on numberkrc last tuesday got a question tweet me httptcolnumberwckaqnumbersb,2,0.5012788772583008,bill today week congress number country plan that news border
1053,1053,prekforall is part of my opportunityplan to empower working women to thrive in numberst century economy investinkids httptconumberenumberutnumberrrnumbery,7,0.6999502778053284,number that last health help your america today first would
1054,1054,we can effectively combat terrorism without sacrificing the civil liberties which make us free resetthenet httptconumberxjnxkooek,6,0.8199809193611145,your care american today access best read health that give
1055,1055,as a social worker i know impact a teacher can have in life of a child ûò inspiring students amp challenging them to be all they can be,0,0.8999837040901184,watch support your number town talk thank check that protect
1056,1056,tune in to foxnews at number et im joining americas news headquarters to talk about the debtceiling,0,0.7749433517456055,watch support your number town talk thank check that protect
1057,1057,proud to support repdavecamps bill to stop the administration from implementing new rules that unfairly target their political enemies,1,0.668239951133728,great that time obamacare number today health student american find
1058,1058,breaking news i made my prediction for the ncaa championship last night on the msnbcoh httptconumberfbbpnpatt ohiostate edshow,7,0.7749781012535095,number that last health help your america today first would
1059,1059,new report shows how govt could save billions by ending handouts to agribusiness httptcoqsxqsndpku corporatewelfare cropinsurance,4,0.7749724388122559,work today they that number great would congress back must
1060,1060,americans must be able to voice their political and religious views without fear of reprisal from the government httptcochknjnumberqnumberzw,6,0.6999567747116089,your care american today access best read health that give
1061,1061,today i teamed up with charactersunite to help raise awareness on the issue of bullying httpt,8,0.699958860874176,today help president great good obama live health work research
1062,1062,weve heard republicans say they want to close loopholeslets start closing them,4,0.8499748706817627,work today they that number great would congress back must
1063,1063,calinnovates thank you for the time and the insight,5,0.6999329924583435,time week today that staff state meet community visit year
1064,1064,the number zip code has the most foreclosures and most abandoned foreclosed properties there is help come to west mesa high school today,3,0.5495946407318115,number that today obamacare obama join right school president your
1065,1065,rt housescience first astronauts introduced by nasa read more this day in history number httptcofnumberebnumberjpkhx,7,0.7749277353286743,number that last health help your america today first would
1066,1066,pls join me in celebrating pridemonth very glad that ny was among the first to get on the right side of history httpstcosnumberawbnumberwsul,3,0.8714126348495483,number that today obamacare obama join right school president your
1067,1067,rt senleepresssec watch senmikelees town hall meeting in west jordan is streaming here httptcoekdsnumberlyqgqû utpol leetownhall,0,0.7749828100204468,watch support your number town talk thank check that protect
1068,1068,by blocking immigration reform house republicans are singlehandedly hurting our economy timeisnow httptcooisjkppgts,5,0.5499699115753174,time week today that staff state meet community visit year
1069,1069,honored to meet father amp son veterans ssgt gregory juedes amp lcpl alex juedes thank you for your service httptconumbercmcdynumberar,0,0.6377760171890259,watch support your number town talk thank check that protect
1070,1070,arrivd frm visitg troops in afghanistanthese soldiers guard freedoms we enjoynever forget to give thanks in evryway httptcomtlwsnumberosnumberl,6,0.4396873712539673,your care american today access best read health that give
1071,1071,tomorrow staff will hold local office hours in campbell amp buckingham counties to assist with federal agencies httpt,5,0.8199890851974487,time week today that staff state meet community visit year
1072,1072,number vet lost in va is too many but to have numberignored is a violation of every principle we promote number protect them httptcogihnxltnnumberz,3,0.8499776721000671,number that today obamacare obama join right school president your
1073,1073,we need to work with the corps of engineers to get quality work done in a timely manner lets get these projects moving waterresource,4,0.8199841380119324,work today they that number great would congress back must
1074,1074,im proud to help outstanding young men amp women from across nc who want to attend number of our nations number prestigious service academies,7,0.8874779939651489,number that last health help your america today first would
1075,1075,tobinwilliamson thanks for sharing your view,6,0.5499521493911743,your care american today access best read health that give
1076,1076,va chief shinseki has a lot to explain our view httptcouznumberdxyusnumberi via usatoday,0,0.10000000149011612,watch support your number town talk thank check that protect
1077,1077,stand up for your numbernd amendment rights by signing the petition at httptconumberwkqcifnumberzj stopatt,0,0.6999674439430237,watch support your number town talk thank check that protect
1078,1078,scotus gets it right and allows promarriage equality rulings to stand great day for justice for families in virginia and other states,9,0.8199601173400879,great forward number make today read your state take that
1079,1079,patriotmomnumber i have voted against aid for libya amp egypt must prioritize spending number us needs amp not number those countries who work against us,7,0.6489426493644714,number that last health help your america today first would
1080,1080,please dm me your number id like to help rt crankynursenj animal control said they cant do anything either who can help this poor dog,7,0.92498379945755,number that last health help your america today first would
1081,1081,great news pease officially selected to receive new kcnumbera tanker ûò big win for nh jobs economy amp natl security httptcoswwzkgxnumberyt,2,0.5401336550712585,bill today week congress number country plan that news border
1082,1082,wstudents frm my alma mater southwesteagles westmiamimiddlesouthside elementary number mdcps hall of fame induction httpt,7,0.5499527454376221,number that last health help your america today first would
1083,1083,leswinan it isnt you just tweeted us after all so please feel free to add your voice to the conversation,6,0.6999726891517639,your care american today access best read health that give
1084,1084,three years ago president obama weakened this country and our economy with obamacare after spending more than number httptcowgeoqhtndc,3,0.8714105486869812,number that today obamacare obama join right school president your
