,headline_text,clean,sensational_score
2234.0,I think we came down here (to Florida) one time ... but we weren't actively fundraising here.,think came florida one time activ fundraise,0.0627565701470334
2235.0,Canadian-born Ted Cruz has had a double passport.,canadian born ted cruz doubl passport,0.010620670466127247
2236.0,Says Holly Turner failed to vote in five straight Republican primaries.,say holly turner fail vote five straight republican primary,0.03052558519114179
2237.0,The White House budget plan will bring domestic discretionary spending to its lowest share of our economy since Dwight Eisenhower was president.,white hous budget plan bring domes discretionary spend lowest share economi sinc dwight eisenhow presid,0.0923246968926108
2238.0,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.,california governor say yes poison child mercury aluminum vaccine,0.03533898333917507
2239.0,Says Donald Trump has outlined policies that read like a Kremlin wish list.,say donald trump outline police read like kremlin wish list,0.0803699437496248
2240.0,Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation to limit federal funding for abortion to victims of forcible rape.,say congressman paul ryan todd akin co sponsor legis limit feder fund abort victim forcibly rape,0.07487383224984767
2241.0,SaysHillary Clinton wants to abolish the Second Amendment.,sayshillari clinton want abolish second amend,0.0453051877592372
2242.0,Less than half of the poorest American households have a home Internet subscription.,le half poorest american household home internet subscript,0.053678752175030486
2243.0,"Said he is the only Democratic candidate for state attorney general who has ""represented the entire state of Georgia.""",said democrat candid state attorney general repres entire state georgia,0.03331339617844431
2244.0,In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves.,year enough muslim voter u elect presid,0.049657194203459376
2245.0,"During the past four years, average wages have barely budged.",past four year averag wage bare budg,0.041237984884523016
2246.0,"Donald Trump Protester Speaks Out: I Was Paid $3,500 To Protest Trumps Rally.",donald trump protest speak paid protest trump rally,0.06948312484355346
2247.0,"Says Vladimir Putin said, President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy.",say vladimir putin said presid obama fellow democrat either idiot deliver tri destroy economi,0.04330518725637822
2248.0,McCain supports tax breaks for companies that ship jobs overseas.,mccain support tax break company ship job oversea,0.0324111409180301
2249.0,ISIS is running through a border made porous by Barack Obamas policies.,isi run border made porous barack obama police,0.05376740109360312
2250.0,"Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.",job loss certain new cap tax plan includ proves accommo newly unemploy worker result dri energy sector tune billion eight year much creat job,0.07374423476516778
2251.0,Says under federal law we do not have any limitation on the number of guns and bullets we can buy.,say feder law limit number gun bullet buy,0.06384301703235074
2252.0,Studies have shown that voter fraud is non-existent in Texas.,study shown voter fraud non exist text,0.04307510387798452
2253.0,"Extending current tax rates would average more than $100,000 a year to millionaires and even billionaires.",extend current tax rate would averag year millionaire even billionaire,0.06992137218440031
2254.0,"Over 22,000 unique Internet Protocol addresses -- in Wisconsin alone -- have downloaded child pornography.",unique internet protocol address wisconsin alon download child pornography,0.1003596201614555
2255.0,Its factually correct to say that Jennifer Brunner inherited at least 18 lawsuits when she came into the office that were a result of Ken Blackwells mismanagement of the 2004 election.,factual correct say tennis runner inherit least lawsuit came offic result ken blacked mismanage elect,0.02110288978412389
2256.0,The ACLU has filed a suit to end prayer from the military completely.,aclu file suit end prayer military complet,0.015690046987539064
2257.0,"Under President (George W.) Bush, prosecution of gun crimes was 30 percent higher than it is under President Obama.",presid george w bush prosecute gun crime percent higher presid obama,0.08259112358120257
2258.0,"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.",babi born deform every year country woman alcohol carry child term,0.09011067254744365
2259.0,Says were losing one voter every 13 minutes.,say lose one voter every minut,0.01695157454862717
2260.0,"Today, we have two Vietnams, side by side, North and South, exchanging and working.",today two vietnam side side north south exchange work,0.04551491191042212
2261.0,"A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.",data system go along common core design collect data point child includ person identify data,0.03314932150463579
2262.0,Alison Alter got an F in attendance in 2016 as an Austin parks board member and was removed by a unanimous vote of the Austin City Council.,alison alter got f attend austin park board member remov unani vote austin citi council,0.053035220003131656
2263.0,Says he got lobbied by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.,say got lobby woman late stage cancer vaccine text girl virus caus cervix cancer,0.08111298284195323
2264.0,Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.,florida shell money drug test save deny welfare benefit peopl test posit drug,0.13946919379240486
2265.0,Illegal immigration is lower than its been in 40 years.,iller immigra lower year,0.014608443206938326
2266.0,Ive got a 94 percent career voting record in Congress while Bill Nelson has a 92 percent voting record.,ive got percent career vote record congress bill nelson percent vote record,0.038226651626161234
2267.0,"When I was secretary of state, I had a very high approval rating.",secretary state high approv rate,0.03192809462157864
2268.0,Kesha Rogers is not a Democrat.,kasha roger democrat,0.029409174484288925
2269.0,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,say hous republican spent million vote repeal obamacare,0.012321104930373417
2270.0,Democrats are poised now to cause this largest tax increase in U.S. history.,democrat pois caus largest tax increas u histori,0.05456291508926392
2271.0,"Says under Mayor Cory Booker, Newark has seen violent crime up five years in a row, murder up five years in a row.",say mayor core booker newark seen violent crime five year row murder five year row,0.04260119740911317
2272.0,Seventy of Ohios 88 counties now have more than 25 percent of their residents eligible for emergency food.,seventh ohio county percent resid elim emerg food,0.023406730170798085
2273.0,Americanschools are more segregated than they were in the 1960s.,americanschool degree,
2274.0,I was filibustered.,filibuster,
2275.0,"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""",presid obama intact caus three week go even approv governor plan protect marsh,0.11309849473620048
2276.0,The Chinese last year probably stole $360 billion inintellectual property from the United States.,chines last year probably stole billion inintellectu property unit state,0.0326490286707426
2277.0,Almost nine out of every 10 pennies that would be spent turning a 200-mile stretch of Interstate 70 into a toll road would be from folks outside Missouri.,almost nine every penny would spent turn mile stretch interst toll road would folk outside missouri,0.07289566445419016
2278.0,Greg Abbott said it would be a waste to expand pre-k to all Texas children.,greg abbott said would wast expand pre k text child,0.06506855965852043
2279.0,"It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.",cost u ologist three time fight afghanistan place,0.07109755008355467
2280.0,Some 500 detainees were released from Guantanamo during the Bush administration.,detained releas guantanamo bush administr,0.061791030064797914
2281.0,Youre more likely to be the victim of a violent crime in Milwaukee than in 96 percent of the country.,your like victim violent crime milwaukee percent country,0.08246367510965169
2282.0,The average person who gets the minimum wage in America is 35 years old.,averag person get minimum wage america year old,0.04847097199677719
2283.0,"The majority of public funding for the Marlins stadium came from hotel taxes, the burden of which is incurred by tourists who are visiting our city, NOT the resident taxpayers.",major public fund marlin stadium came hotel tax burden incur tourist visit citi resid taxpayer,0.08595301793877963
2284.0,More people today are leaving Virginia than moving in.,peopl today leav virginia move,0.03714152910867452
2285.0,"With Rick Scott, there are more funds for preschool education.",rick scott fund preschool educ,0.05419137527036355
2286.0,The children coming across the southern U.S. border were never examined after they got here and quarantined if they had a disease. They were just sent out across the country. Many of them had measles ... We now have an outbreak of it all because of our immigration policy.,child come across southern u border never examin got quarantine diseas sent across country mani meal outbreak immigra police,0.08806024325209949
2287.0,The Mack Penny Plan for the federal budget would balance our budget by 2019 and continues to gain support.,mack penny plan feder budget would balance budget continu gain support,0.09001253864778958
2288.0,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",arizona immigra law polic requir check immigra status someon lawn overgrown dog bark loud,0.04500155553089791
2289.0,"As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent.",result hous republican bill nonpartisan congressional budget offic confirm famili see health care premium reduc percent,0.05858780813444808
2290.0,Says Thomas Jefferson helped craft the Constitution.,say thomas jefferson help craft constitute,0.0
2291.0,"Says U.S. Rep. Tammy Baldwin, a candidate for Senate, supports raising taxes by $858 billion.",say u rep tammy baldwin candid sent support rais tax billion,0.035526480472161226
2292.0,"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.",right text wind power already cheaper dirt fossil fuel,0.02932065714586174
2293.0,Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities.,say obama administr plan reduc number bed devote hold individu violate immigra law releas hundi danger crimini community,0.0762881513932272
2294.0,Says Democratic challenger Russ Feingold was the deciding vote on Obamacare.,say democrat challeng rus feingold decid vote obamacare,0.008321043139267847
2295.0,Florida has the most errors and exonerations from death row.,florida error sooner death row,0.0
2296.0,A recent economic uptick appears to coincide with the expectation of a new Republican Congress.,recent econom uptick appear coincide expect new republican congress,0.009196044768150946
2297.0,There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,priced democrat decent never written reconcile bill amend law exist,0.07175982550235738
2298.0,"I was one of the few, very few, who voted `no on the Iran deal.",one vote iran deal,0.01649779151467312
2299.0,"He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.",kirk violate pentagon rule twice actual improv mingle polit military servic,0.08047975247346195
2300.0,Oregon has never before tried to create a land-use plan for what it should look like for 50 years.,oregon never tri creat land use plan look like year,0.0712231778413489
2301.0,On expanding Medicaid under the Affordable Care Act.,expand medicaid afford care act,0.07378761590207517
2302.0,"Obama's plan to raise the capital gains tax ""hurts the middle class.""",obama plan rais capit gain tax hurt middle class,0.05508699061145994
2303.0,The House Zika bill limits access to birth control services needed to help curb the spread of the virus in Puerto Rico.,hous pika bill limit access birth control servic need help curb spread virus puerto rico,0.046677065727852685
2304.0,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,say claim percent gun sold without background check trace inform gather background check even requir,0.06096050681758691
2305.0,"Doctors kill about 250,000 people a year in botched surgeries.",doctor kill peopl year botch surgery,0.0357059026498634
2306.0,The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.,white hous brand memory servic tucson shoot togeth thrive logo slogan,0.04120202384174598
2307.0,"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.""",obama chang rule washington gone free gift lobbyist gone fancy airplane ride noth,0.026398370873734867
2308.0,"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state.",end budget im right tax cut billion state,0.04941193045039649
2309.0,Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society.,say joan kloppenburg told u think job promot equal society,0.047785196190555324
2310.0,"President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.",presid eisenhow night norman inves wrote letter resign unit state army failure land norman,0.04501856228274714
2311.0,25 percent of our economy is the financial sector.,percent economi financi sector,0.026609048767004095
2312.0,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",barack obama revers commit begin withdraw american troop iraq immedi,0.07435041875045145
2313.0,Illegal immigration and the crime rate are as low as theyve been in decades.,iller immigra crime rate low they dead,0.06101077096426
2314.0,"Between 2008 and 2014, criminal aliens accounted for 38 percentof all murder convictions in the five states of California, Texas, Arizona, Florida and New York.",crimini alien account percentof murder convict five state california text arizona florida new york,0.07195749628244708
2315.0,Repealing Obamacare saves our nation more than $2 trillion.,repeal obamacare save nation trillion,0.037452038597976745
2316.0,"Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.",statist show peopl time telecommute ride carpool mass transit bicycle walk,0.02628549474705133
2317.0,We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.,constitute amend say ban drill right florida coast,0.029468838449401402
2318.0,"In President Barack Obamas 2015 State of the Union address, the words al-Qaida were never used, the first time those words have not been used in a State of the Union address since February 2001.",presid barack obama state union address word al maida never use first time word use state union address sinc februari,0.1209741486574053
2319.0,McCain voted 19 times against a minimum-wage increase.,mccain vote time minimum wage increas,0.014304988256161999
2320.0,Sen. Arlen Specters party switch could end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.,sen aren specter parti switch could end give republican abil filibuster judicial nomine judiciary committe level nomine never get committe,0.04695413581004437
2321.0,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,say four text legis vote law give state tuition rate certain iller immigra,0.06175402184233769
2322.0,Oregon is the most trade-dependent state in the nation,oregon trade depend state nation,0.04082077177850685
2323.0,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",fact new jersey donor state get cent back every dollar send washington interest kentucky get every dollar send washington,0.05314699995463146
2324.0,Says Barack Obama had huge majorities in Congress during his first two years in office and did nothing with them to create jobs in America.,say barack obama huge major congress first two year offic noth creat job america,0.06343676878580462
2325.0,"Says Hillary Clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs, including low-income African-Americans.",say hillary clinton propos print instant work permit million iller immigra come take everybody job includ low incom african american,0.06774329414922331
2326.0,U.S. Sen. Lindsey Graham says South Carolina has a labor shortage and wants more immigration.,u sen lindsey graham say south carolina labor shortage want immigra,0.03395534201480943
2327.0,110 people a day move to Austin.,peopl day move austin,0.04236440379622741
2328.0,"One of the interesting things about the Recovery Act was most of the projects came in under budget, faster than expected, because theres just not a lot of work there.",one interest thing recoveri act project came budget faster expect there lot work,0.06554403714990675
2329.0,"Were spending $12,000 bucks a kid a year in the school system.",spend buck kid year school system,0.012311986042472856
2330.0,Says Austin has the lowest property tax rate by far of the five major cities in Texas.,say austin lowest property tax rate far five major citi text,0.09137806819280958
2331.0,I didnt support Sonia Sotomayor.,didn support sonia sotomayor,0.0
2332.0,You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.,look propaganda lot terrorist site donald trump layabout muslim use recruit fighter,0.05981381859916657
2333.0,Says Chris Christie was the first governor in America to endorse Mitt Romney.,say chris christi first governor america vendors mitt romney,0.05630904742100229
2334.0,"General Electric hasnt really created any jobs in this country, doesnt pay any taxes, and theyre making historic profits.",general elect haunt really creat job country doesn pay tax theyr make histor profit,0.06201099582061764
2335.0,Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.,say u attorney offic said neither campaign idea go regard father iller campaign contribut that close case,0.07110898504509544
2336.0,Iowas Republican caucus stopped mattering years ago. It in no way determines the party nominee.,iowa republican caucus stop matter year ago way determin parti nomine,0.030743311143954788
2337.0,Says both Donald Trump and Hillary Clinton say Planned Parenthood is terrificand that it should keep taxpayer funding.,say donald trump hillary clinton say plan parenthood terrificand keep taxpayer fund,0.07921066218444195
2338.0,"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.",sen barack obama miss percent vote john kerry miss close percent bob graham miss percent vote,0.027068922929074035
2339.0,Texans eat more catfish than residents of all other states combined.,texan eat catfish resid state combin,0.06707450225730727
2340.0,Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants.,say ted cruz want let syrian refuge give amnesty iller immigra,0.05797434111539235
2341.0,"January through November 2014, the year so far, were the hottest first 11 months of any year recorded.",januari novel year far hottest first month year record,0.04876665476262643
2342.0,"[W]hen adjusted for cost of living, Georgia ranks first nationally in teacher salary and benefits.",w hen adjust cost live georgia rank first nation teacher salary benefit,0.054654527852976975
2343.0,U.S. Sen. Sheldon Whitehouse rewarded Wall Street executives with millions in bonuses.,u sen seldom whitehouse reward wall street execut million bonus,0.04136727536521223
2344.0,Says his Act 10 reforms have saved the taxpayers some $3 billion.,say act reform save taxpayer billion,0.03577419266990678
2345.0,"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",say feder health care law upheld supreme court improv save life texan otherwise prevent obtain health coverage due pre exist condit,0.06087150633405369
2346.0,About 3 percent of Gov. Nathan Deals appointments have been African-American.,percent gov nathan deal appoint african american,0.12687072964594215
2347.0,"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",today new jersey state govern le employe christi whitman left offic,0.042986027229728774
2348.0,"When I was born, defense spending was 60 percent of the budget. Its now 17 percent.",born defens spend percent budget percent,0.046081511338989745
2349.0,John McCain said...in December he was surprised there was a subprime mortgage problem.,john mccain said decent surpris subprime mortgage problem,0.015839127975512013
2350.0,"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",life lost violence woman sex select abort femal infanticide suicide egress mater mortal sex link caus lost war civil strife th century,0.04618037909682271
2351.0,The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.,benefit offer congressman dont even compar benefit get state employe experienc theyr near good,0.07163921509885385
2352.0,Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,huckabee support tuition break child iller iller citizen pay higher rate,0.052381525443398136
2353.0,The Senate Republican education plan is an unfunded mandate for local school districts.,sent republican educ plan unfound mandat local school district,0.06980426175208398
2354.0,"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",obama vote even sponsor amend intend kill immigra overhaul legis,0.0689219333854213
2355.0,"With Obamacare,You have no options ..you cant get competitive bidding.",obamacare option cant get competit bid,0.04331095137047125
2356.0,"John McCain has said the economy is ""not his strong suit.""",john mccain said economi strong suit,0.0
2357.0,Weve seen highway fatalities actually decrease in Colorado since marijuana use was legalized.,weve seen highway fatal actual decrease colorado sinc marijuana use legal,0.05493896343789073
2358.0,"I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.",believ sent clinton rais money peopl oil gas industry candid democrat republican,0.06953474831082174
2359.0,Gov. Rick Scott is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.,gov rick scott tri get waiver feder health care law would deny consum florida right million rebate ho,0.0749042462938121
2360.0,Jason Carter actually opposed more funding for education in the Senate.,jason carter actual oppos fund educ sent,0.07919842969740842
2361.0,"Every day in the United States, we are losing 15 factories.",every day unit state lose factors,0.030669417587050884
2362.0,About 2 percent of Americans get paid the minimum wage.,percent american get paid minimum wage,0.0394117852408471
2363.0,"The Affordable Care Act is a major reason why weve seen 50,000 fewer preventable patient deaths in hospitals.",afford care act major reason weve seen fewer prevent patient death hospita,0.05195484810655426
2364.0,"After Patrick Murphys charges were dropped, Murphys father gave the prosecutor a huge campaign donation.",patrick murphy charg drop murphy father gave prosecutor huge campaign donate,0.040335440909899045
2365.0,The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.,current agriculture commission allow taint beef sent school cafeteria,0.03714776316247692
2366.0,"Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.",congressman john lewd american hero made alleg sarah palin somehow associ worst chapter american histori sent obama repaid remark,0.07593437068260911
2367.0,"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.",nation debt equal every american every u household equiva size entire economi,0.04176936745782045
2368.0,This week the House of Representatives voted to remove the word lunatic from federal law.,week hous repres vote remov word lunar feder law,0.04480918402385814
2369.0,"Less than 2 percent of illegals are picking crops, but 41 percent are on welfare.",le percent iller pick crop percent welfare,0.02961414739912882
2370.0,Says the states budget shortfall is not that much different than it was in 2003.,say state budget shortfall much differ,0.06121198550439355
2371.0,"Sen. Joe Biden, the ranking member of the Foreign Relations Committee, recommended partitioning Iraq into three separate entities.",sen joe biden rank member foreign relat committe recommend parti iraq three spear entity,0.03443839436491236
2372.0,The overwhelming number of school districts reported their staff stayed the same or grew after the 2011-13 state budget,overwhelm number school district report staff stay grew state budget,0.05710709106394829
2373.0,Seventy percent of Missourians support voter photo ID legislation.,seventh percent missouri support voter photo id legis,0.01863840038932507
2374.0,Says middle-class New York State residents will have the lowest tax rate in 70 years.,say middle class new york state resid lowest tax rate year,0.06653934835838216
2375.0,My plan offers three times as much tax relief to the middle class as Senator McCain's.,plan offer three time much tax relief middle class sent mccain,0.07536588812603306
2376.0,"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.",thirty million american includ lot peopl florida go abl get healthcare next year law,0.06713585487490992
2377.0,"Under President Obama, domestic oil production is at an eight-year high.",presid obama domes oil product eight year high,0.05283389373165481
2378.0,Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,say u sen robert menendez watch nation unemploy rate debt doubl feder budget deficit quadruple,0.04207985182910845
2379.0,Seniors will see $500 billion in Medicare cuts to fund Obamacare.,senior see billion medical cut fund obamacare,0.047623960738386595
2380.0,Theres only one candidate under investigation -- Terry McAuliffe.,there one candid investig terri mcauliff,0.009837540537540823
2381.0,Annual water usage in 2010 was actually down more than 18 percent from usage in 2006.,annual water usage actual percent usage,0.10568649083676729
2382.0,"Currently, there is no one from South Austin on the (Austin City) Council!",current one south austin austin citi council,0.041729246425487365
2383.0,"The percent of students who enter high school and eventually earn a diploma or equivalent, or who remain in pursuit of a diploma or equivalent, is 90 percent.",percent student enter high school event earn diploma equiva remain pursuit diploma equiva percent,0.030148561431205034
2384.0,"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.",focus much speci text depart transport percent peopl singl occur vehicle,0.04811316638584784
2385.0,There is no state in the U.S. where a 40-hour minimum wage work week is enough to afford a two-bedroom apartment.,state u hour minimum wage work week enough afford two bedroom apart,0.08891117449210217
2386.0,"When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.",restrict expire iran nuclear deal iran industry size military nuclear capable ready go,0.0406485834474114
2387.0,Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage.,say hillary clinton receiv congressional salary dy secret servic pay mortgage,0.03867986946726831
2388.0,Says theres no proven instance where hydraulic fracking has polluted groundwater.,say there proven instance hydrail frack pollute groundwater,0.0
2389.0,Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.,sixth percent auto theft st petersburg caus peopl leav key car,0.07647664793280695
2390.0,"Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.",obama secretary energy dr steven chu said public want u pay european level gasoline would gallon,0.030284530681424116
2391.0,"$100,000 in stimulus funds (were) used for a Martini Bar and Brazilian Steakhouse.",stimulus fund use martini bar brazilian steakhouse,0.06972424615204564
2392.0,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",say labor forc participa rate barack obama became presid unemploy would percent,0.0872834478546538
2393.0,There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.,million woman across country reli plan parenthood contracept care reli mammogram,0.07653866158163092
2394.0,"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",obama tax plan percent get tax cut,0.078738837134255
2395.0,It is simply a fact that insufficient funding for Amtrak has delayed the installation of a positive train control safety system. To deny a connection between the (derailment in Philadelphia) and underfunding Amtrak is to deny reality.,simply fact insuffici fund amtrak delay instal posit train control safety system deny connect derail philadelphia underfund amtrak deny reality,0.06284237081705935
2396.0,"Austin has over 1,000 city employees that make six-figure salaries.",austin citi employe make six figure salary,0.030016628220801533
2397.0,Every signer of the Declaration of Independence had no federal elected office experience.,every signer declare independ feder elect offic experi,0.05577194189488688
2398.0,The state [food stamp call center] program is administered from foreign shores.,state food stamp call center program administ foreign shore,0.014967801090742139
2399.0,Says the acting chief of the IRS said he and the majority of IRS employees would rather stay with his current health plan than switch to Obamacare.,say act chief ir said major ir employe would rather stay current health plan switch obamacare,0.03078585314604032
2400.0,Florida is now the No. 1 state in the country for automobile accident fraud.,florida state country automobile acid fraud,0.0199153789308516
2401.0,When I took office last year we faced historic budget deficits of $6 billion here in Virginia. And we closed those deficits by cutting spending.,took offic last year face histor budget deficit billion virginia close deficit cut spend,0.0433007109813528
2402.0,All University of Texas student-athletes get an iPad.,univers text student athlete get ipad,0.05403467629757175
2403.0,There was no surge in 501(c)(4) applications in 2010.,surg c applic,
2404.0,"Says 10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed.",say day hurrican katrina chamber pass two spear bill amount billion near two month sinc superstorm sand noth pass,0.05294688162104677
2405.0,President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor.,presid barack obama budget threaten nation secur propos army fewer personnel pearl harbor,0.0442227635056498
2406.0,"The extra point is almost automatic. (The NFL) had five missed extra points this year out of 1,200 some odd attempts.",extra point almost automat nfl five miss extra point year odd attempt,0.009819665778238118
2407.0,"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut.",say tax plan matter stratosphere your go get tax cut,0.08884911169664544
2408.0,We have a governor whos vetoed measures like increasing our minimum wage and restoring the earned income tax cut.,governor who veto measure like increas minimum wage restor earn incom tax cut,0.035770444011351654
2409.0,Says Milwaukee County buses are no less safe now than a year or two ago.,say milwaukee county bus le safe year two ago,0.034802774878505915
2410.0,Says the average government worker wont be impacted in the first two years under the reform of state health benefits.,say averag govern worker wont impact first two year reform state health benefit,0.08194415705342695
2411.0,Says she voted for a statewide fracking ban.,say vote statewide frack ban,0.016501368711475783
2412.0,"Planned Parenthood is the only health care that a significant number of women get. About 30 percent of women, thats their health care.",plan parenthood health care significa number woman get percent woman that health care,0.07169148125729474
2413.0,The federal limousine fleet has increased by 42 percent since Barack Obama took office.,feder limousine fleet increas percent sinc barack obama took offic,0.024331748044991497
2414.0,"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today.""",say text wait two year feder govern act propos allow state creat insur opportun uninsured today,0.07940041898436512
2415.0,Says he was endorsed by theValley News newspaper.,say vendors trevally news newspa,0.0
2416.0,John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,john mccain vote fund troop timeline draw american troop,0.06811919510134634
2417.0,"We had a massive landslide victory, as you know, in the Electoral College.",massive landslide victory know elector college,0.0
2418.0,More people have been put on food stamps by Barack Obama than any president in American history.,peopl put food stamp barack obama presid american histori,0.0514680334520744
2419.0,A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,new bill written new health care reform init ensur congress percent exempt,0.03710788606920179
2420.0,Says President Barack Obama attacked potential terrorist targets in Syria in the middle of the night to minimize terrorist casualties.,say presid barack obama attack potenti terrorist target syria middle night minim terrorist casualty,0.05484735969220744
2421.0,Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer,say nevada doubl digit hike obamacare premium year nevada county one obamacare exchange insur,0.021578071791512943
2422.0,"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the fourth-highest in the nation.",rode island rais meal beverage tax percent would fourth highest nation,0.06523008256559593
2423.0,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee.,say austin chapter leagu woman voter republican among elect offic debat committe,0.04413099912902929
2424.0,"Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008.",vote wrong precinct led resist voter statewide lose vote,0.04822370401902598
2425.0,"While CEOs of some large charities have big salaries, the heads of some veterans groups do the job for free.",ceo larg charity big salary head veteran group job free,0.05679495455562056
2426.0,"Says that according to a report, the tech sector now drives more than one-quarter of Austins economy.",say accord report tech sector drive one quarter austin economi,0.029539316904462876
2427.0,"The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship.""",form student fill get college financi aid longer form get u citizenship,0.05197291419594141
2428.0,"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.",harrisburg pass bill democrat combin term legis affect citi,0.12045032191161942
